aut_ep_id,country_text_id,country_name,ep_start,ep_end,outcome_agg,prch,poly_start,poly_end,outcome_label,prch_label,bermeo_category_primary,bermeo_category_secondary,precise_start_date,precipitating_event,precise_end_date,consequential_events,description,source_url,source_quote,confidence,is_classified,bse_outcome_short,bse_ROW,bse_ERT_regime,bse_Polyarchy,bse_LibDem,bse_LibComp,funke_outcome_short,funke_spell_years,ddcg_outcome_label,ddcg_prch_label,ddcg_event_years
PHL_2001_2005,PHL,Philippines,2001,2005,1,1,0.545,0.463,Democratic breakdown,Yes,Election-day fraud,Executive aggrandizement,May 2004,"During vote canvassing for the May 2004 election, President Gloria Macapagal Arroyo allegedly held wiretapped conversations discussing manipulation of returns to secure her win, revealed publicly in mid-2005 as the ""Hello Garci"" scandal.","September 6, 2005","A House impeachment complaint against Arroyo was blocked on September 6, 2005 by her coalition-dominated House despite polls showing most Filipinos believed she cheated, allowing her to consolidate power.","Arroyo, who assumed the presidency via the 2001 EDSA II ouster of Estrada, was accused of rigging her 2004 re-election through the ""Hello Garci"" scandal; her allies blocked impeachment, cementing an unaccountable executive.",https://en.wikipedia.org/wiki/Hello_Garci_scandal,"""Hello? Hello? Hello Garci? So, will I still lead by more than 1M (million)?""",Medium,TRUE,Breakdown,2004,2004,2005,2004,NA,Breakdown,1998–2001,Democratic breakdown,Yes,NA
PHL_2016_2025,PHL,Philippines,2016,2025,1,1,0.485,0.392,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2016,2016,20182019,2016201720182020,2018,Breakdown,2016–2020,NA,NA,NA
PNG_2007_2013,PNG,Papua New Guinea,2007,2013,1,1,0.511,0.448,Democratic breakdown,Yes,Executive aggrandizement,Open-ended coup,August 2011,"While PM Michael Somare was hospitalized abroad, Parliament declared his office vacant in August 2011 and elected Peter O'Neill prime minister, triggering a dispute over who legitimately held executive power.",August 2012,"After the Supreme Court twice ruled Somare remained the lawful PM, the O'Neill government defied the rulings, had the Chief Justice arrested on sedition charges, and survived a January 2012 mutiny attempt; the crisis was settled by the 2012 general election.","PNG's 2011-2012 constitutional crisis pitted a parliament-installed PM against the courts and the removed incumbent, with O'Neill repeatedly defying Supreme Court orders before the dispute was resolved by the ballot box in 2012.",https://en.wikipedia.org/wiki/2011-2012_Papua_New_Guinean_constitutional_crisis,"""the seat of PM as well as of MP in East Sepik were not vacant and O'Neill's position was unlawful"" (Supreme Court)",Medium,TRUE,Breakdown,2008,2008,20082012,20072010,NA,Breakdown,NA,Democratic breakdown,Yes,NA
POL_1926_1931,POL,Poland,1926,1931,1,1,0.414,0.22,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
POL_2016_2021,POL,Poland,2016,2021,2,1,0.731,0.587,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,NA,NA,Erosion only,2015–2020,NA,NA,NA
PRT_1926_1927,PRT,Portugal,1926,1927,3,0,0.107,0.048,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSE_2006_2008,PSE,Palestine/West Bank,2006,2008,1,1,0.501,0.234,Democratic breakdown,Yes,Executive coup,Executive aggrandizement,June 2007,"After Hamas's forcible takeover of Gaza in June 2007, President Mahmoud Abbas declared a state of emergency on 14 June 2007, dissolved the Hamas-led unity government, and installed Salam Fayyad as PM by decree, bypassing the Hamas-majority legislature.",Ongoing,The Fayyad emergency government continued ruling the West Bank by decree with the legislature no longer functioning; Abbas's presidential term was extended without new elections.,"Hamas won the 2006 legislative election, but conflict with Fatah culminated in Hamas's 2007 Gaza takeover; Abbas dissolved the unity government and ruled the West Bank through an emergency decree-appointed government.",https://en.wikipedia.org/wiki/2006_Palestinian_legislative_election,"""On June 14, Abbas declared a state of emergency, dissolved the unity government, and appointed Salam Fayyad as prime minister""",Medium,TRUE,Breakdown,2007,2007,2007,20062007,2007,Breakdown,NA,Democratic breakdown,Yes,NA
ROU_1937_1940,ROU,Romania,1937,1940,3,0,0.208,0.113,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROU_2021_2025,ROU,Romania,2021,2025,4,1,0.766,0.605,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS_1993_2014,RUS,Russia,1993,2014,3,0,0.48,0.264,Autocracy deepening,No,Executive coup,Executive aggrandizement,September 1993,"President Yeltsin issued a decree dissolving the Congress of People's Deputies on 21 September 1993; parliament impeached him, and the standoff culminated in the October 3-4, 1993 armed storming of the White House parliament building by government troops.",March 2014,"The December 1993 referendum created a super-presidential constitution; Putin's 2000s ""power vertical"" (abolition of elected governors, media/oligarch crackdowns, protest-law tightening) culminated in the March 2014 annexation of Crimea.","Yeltsin's violent 1993 dissolution of parliament established a super-presidential template that Putin systematically expanded after 2000, centralizing control over regions, media, courts and elections through the 2014 Crimea annexation.",https://en.wikipedia.org/wiki/1993_Russian_constitutional_crisis,"""the deadliest Moscow street fighting since 1917""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,2004
RWA_1973_1974,RWA,Rwanda,1973,1974,3,0,0.165,0.09,Autocracy deepening,No,Open-ended coup,NA,July 1973,"On 5 July 1973, Army Chief of Staff Juvenal Habyarimana seized power in a military coup against President Gregoire Kayibanda, ousting the ruling Parmehutu party.",1975,"Military rule continued until 1975, when Habyarimana founded the MRND as Rwanda's sole legal party; a 1978 constitutional referendum formalized a one-party totalitarian state that he led unopposed through subsequent elections.",A July 1973 coup deposed President Kayibanda; Habyarimana then built a one-party totalitarian state via the MRND and a 1978 constitutional referendum.,https://en.wikipedia.org/wiki/Juvenal_Habyarimana,"""seized power in a coup d'etat against the incumbent President Gregoire Kayibanda, ousting Kayibanda's ruling Parmehutu party.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
RWA_1993_1995,RWA,Rwanda,1993,1995,3,0,0.187,0.104,Autocracy deepening,No,Other/unclear,NA,April 1994,"The April 6, 1994 assassination of President Habyarimana triggered genocide against Tutsi and moderate Hutu, executed by a Hutu Power-led crisis committee that seized state control after the stalled 1993 Arusha power-sharing accords.",July 1994,"The RPF captured Kigali on July 4, 1994, ending the genocide; the new RPF-dominated government banned ethnically organized parties and ""genocide ideology,"" establishing a de facto one-party state.","Rwanda's collapse from a stalled power-sharing transition into genocide, followed by the RPF's military conquest and one-party consolidation, does not map cleanly onto Bermeo's categories since it centers on genocide and civil-war conquest rather than an elected government losing power.",https://en.wikipedia.org/wiki/Rwandan_genocide,"""Within hours of the president's death, systematic killings began""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
SDN_1958_1959,SDN,Sudan,1958,1959,3,0,0.259,0.079,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN_1969_1969,SDN,Sudan,1969,1969,3,0,0.099,0.099,Autocracy deepening,No,Open-ended coup,NA,25 May 1969,"Colonel Gaafar Nimeiry led the Free Officers Movement in a bloodless military coup on 25 May 1969, overthrowing the elected government, dissolving parliament, banning political parties, and establishing a Revolutionary Command Council.",1969,The coup ended Sudan's second democratic era and installed Nimeiry as head of a new government; the regime pursued Nasserist Arab nationalism before Nimeiry consolidated one-man military rule that lasted 16 years.,"A group of army officers overthrew Sudan's elected civilian government, ending its second democratic period and beginning 16 years of military-backed autocratic rule.",https://en.wikipedia.org/wiki/1969_Sudanese_coup_d'etat,"""the coup signalled the end of Sudan's second democratic era""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1969
SDN_1989_1990,SDN,Sudan,1989,1990,3,0,0.169,0.086,Autocracy deepening,No,Open-ended coup,NA,30 June 1989,"On 30 June 1989, Brigadier General Omar al-Bashir, backed by Hassan al-Turabi's National Islamic Front, led a bloodless military coup overthrowing the elected government, dissolving parliament and suspending the constitution.",1990,"Al-Bashir established the Revolutionary Command Council; through 1989-1990 the regime banned all political parties and civil society bodies, purged tens of thousands from the army, police and civil service, and built a network of clandestine detention centers.",A 1989 military coup backed by Islamist leader Turabi ended Sudan's fragile parliamentary period and installed a military-Islamist junta that purged and repressed the civil administration.,https://en.wikipedia.org/wiki/1989_Sudanese_coup_d'etat,"""more than 78,000 individuals were purged from the army, police, and civil administration.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1989
SEN_2021_2025,SEN,Senegal,2021,2025,4,1,0.714,0.633,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLB_1998_2001,SLB,Solomon Islands,1998,2001,1,1,0.512,0.273,Democratic breakdown,Yes,Open-ended coup,NA,June 2000,"On June 5, 2000, the Malaita Eagle Force militia, backed by elements of the police, staged an armed coup, seizing PM Bartholomew Ulufa'alu at gunpoint and forcing his resignation.",July 2001,"Parliament installed Manasseh Sogavare as PM on June 30, 2000; the Townsville Peace Agreement (October 2000) granted amnesty and mandated disarmament, completed by mid-2001.",Ethnic tension culminated in a June 2000 coup in which a militia forced out elected PM Ulufa'alu at gunpoint; parliament replaced him under duress before a peace agreement began disarmament.,https://en.wikipedia.org/wiki/2000_Solomon_Islands_coup_d'etat,"""The Malaita Eagle Force staged the coup, taking Prime Minister Bartholomew Ulufa'alu hostage 'at gunpoint.'""",High,TRUE,Breakdown,2000,2000,20002001,2000,20002001,Breakdown,NA,Democratic breakdown,Yes,2000
SLE_1967_1968,SLE,Sierra Leone,1967,1968,3,0,0.239,0.169,Autocracy deepening,No,Promissory coup,Open-ended coup,March 1967,"Following the 17 March 1967 general election in which Siaka Stevens' opposition APC narrowly defeated the incumbent SLPP, Brigadier David Lansana staged a coup hours after Stevens was sworn in, arresting him and annulling the election result.",April 1968,"Dissenting officers arrested Lansana two days later and formed the National Reformation Council under Andrew Juxon-Smith, which vowed to restore democracy but ruled by decree for over a year until the 18 April 1968 ""Sergeants' Coup"" installed Siaka Stevens as elected PM.","A narrow opposition election win in March 1967 triggered a coup that annulled the results, then a countercoup, before a final 1968 coup finally seated the elected Stevens government.",https://en.wikipedia.org/wiki/1967_Sierra_Leonean_coups_d'etat,"""to restore Sierra Leone's fragile democracy, if possible""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1967
SLV_1931_1932,SLV,El Salvador,1931,1932,3,0,0.158,0.067,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLV_2018_2025,SLV,El Salvador,2018,2025,1,1,0.631,0.321,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2021,2021,20212022,201920202021,20202021,Breakdown,NA,NA,NA,NA
SOM_1964_1970,SOM,Somalia,1964,1970,3,0,0.351,0.076,Autocracy deepening,No,Open-ended coup,Election-day fraud,March 1969,"The March 1969 parliamentary elections were fraud-ridden and violent, with more than 25 people killed in election-related violence amid widespread allegations of fraud, deepening perceptions that the ruling Somali Youth League was becoming authoritarian.",1970,"President Abdirashid Ali Shermarke was assassinated on 15 October 1969; six days later General Siad Barre's Supreme Revolutionary Council seized power, dissolved parliament and the Supreme Court, and in 1970 declared Somalia a one-party socialist state.","Somalia's slide into military dictatorship began with the fraudulent 1969 election, followed by Shermarke's assassination and Barre's coup, beginning 21 years of military dictatorship.",https://en.wikipedia.org/wiki/1969_Somali_coup_d'etat,"""The Supreme Revolutionary Council dissolved the parliament and the Supreme Court, and suspended the constitution.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1969
SRB_2010_2025,SRB,Serbia,2010,2025,1,1,0.61,0.3,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,May 2012,"In the May 2012 elections, Tomislav Nikolic won the presidency and the SNS-led coalition topped parliamentary elections, bringing Aleksandar Vucic into the center of power; SNS subsequently built dominance over media and state institutions.",Ongoing,"Freedom House downgraded Serbia from ""Free"" to ""Partly Free"" in 2019 and reclassified it a ""hybrid regime"" in 2020; disputed 2020, 2023, and 2024 elections and mass protests in 2024-2025 have continued amid documented irregularities favoring the ruling party.","Since SNS's 2012 rise to power, Vucic has progressively concentrated executive power, captured media and state institutions, and tilted successive elections, a shift international monitors describe as democracy to hybrid authoritarianism.",https://en.wikipedia.org/wiki/Serbian_Progressive_Party,"""years of increasing state capture, abuse of power, and strongman tactics employed"" by President Vucic",Medium,TRUE,Breakdown,2014,2014,2014201620172021,20142016201820197e3,202020212023,Breakdown,NA,Democratic breakdown,Yes,NA
SUR_1975_1975,SUR,Suriname,1975,1975,2,1,0.369,0.369,Democratic erosion,Yes,Other/unclear,NA,1975,"The NPS-led coalition government of PM Henck Arron finalized independence negotiations with the Netherlands, and independence was granted on 25 November 1975 amid controversial expropriations of Dutch-descended settlers' property.",1975,"In the run-up to and aftermath of independence, roughly a third of Suriname's population emigrated to the Netherlands amid fears the new country would not be viable, marked by social unrest and economic depression.","Suriname's abrupt transition to independence was accompanied by mass emigration and instability rather than a classic coup or power-grab, likely explaining a mild erosion coding tied to decolonization itself.",https://en.wikipedia.org/wiki/Suriname,"""nearly one-third of the population of Suriname emigrated to the Netherlands, amidst concern that the new country would fare worse under independence.""",Low,TRUE,NA,NA,NA,NA,NA,NA,Erosion only,NA,Democratic erosion,Yes,NA
SUR_1980_1981,SUR,Suriname,1980,1981,1,1,0.216,0.17,Democratic breakdown,Yes,Open-ended coup,Promissory coup,"February 25, 1980","Sgt.-Maj. Desi Bouterse led 16 NCOs in a coup against elected PM Henck Arron's government, triggered when Arron refused to recognize an NCO union and arrested its leaders.",1981,"The military initially retained civilian President Ferrier and installed a PM figurehead, but forced Ferrier's resignation in August 1980, continuing consolidation through 1981 before dismissing the figurehead outright in February 1982.","Sergeants led by Bouterse overthrew Suriname's elected government over pay/union grievances; the military progressively stripped away civilian checks, turning a democracy into a consolidated military dictatorship.",https://en.wikipedia.org/wiki/1980_Surinamese_coup_d'etat,"""Desi Bouterse's 1980 coup d'etat prompted Ferrier to resign within six months""",Medium,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,1980
SUR_1991_1991,SUR,Suriname,1991,1991,3,0,0.45,0.45,Autocracy deepening,No,Open-ended coup,NA,24 December 1990,"On 24 December 1990 (the ""telephone coup""), acting military commander Ivan Graanoogst phoned President Ramsewak Shankar to inform him he was deposed, driven by former strongman Desi Bouterse reasserting military dominance.",May 1991,"The government was dismissed 27 December 1990, the National Assembly dissolved, and Johan Kraag installed as interim president; the Netherlands suspended aid and international pressure forced observed elections in May 1991, won by Ronald Venetiaan.","Suriname's military deposed elected President Shankar by telephone on Christmas Eve 1990; international pressure forced free elections in May 1991, though Bouterse's military remained a powerful background actor.",https://en.wikipedia.org/wiki/1990_Surinamese_coup_d'etat,"""acting commander-in-chief Ivan Graanoogst informed President Ramsewak Shankar by telephone that he was 'being deposed'""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1990
SVK_2023_2025,SVK,Slovakia,2023,2025,4,1,0.812,0.733,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVN_2012_2021,SVN,Slovenia,2012,2021,2,1,0.847,0.715,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,NA,NA,Erosion only,NA,NA,NA,NA
SVN_2023_2025,SVN,Slovenia,2023,2025,4,1,0.76,0.692,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWZ_1973_1974,SWZ,Eswatini,1973,1974,3,0,0.128,0.09,Autocracy deepening,No,Executive coup,NA,April 1973,"On 12 April 1973, King Sobhuza II repealed Swaziland's Westminster-style independence constitution and dissolved parliament by royal decree, banning political parties and assuming absolute personal rule.",1978,"Sobhuza ruled by decree from 1973 until a 1978 constitution introduced the tinkhundla system of tribal councils, formalizing indirect royal control over representation and ending multiparty competition.","King Sobhuza II unilaterally repealed the independence-era constitution and dissolved parliament, banning parties and ruling as absolute monarch until the 1978 tinkhundla constitution.",https://en.wikipedia.org/wiki/Sobhuza_II,"""the king repealed the constitution and dissolved parliament, henceforth exercising power as an absolute ruler.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
SYC_1972_1978,SYC,Seychelles,1972,1978,3,0,0.315,0.098,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,June 1977,"On 4-5 June 1977, armed SPUP supporters trained in Tanzania seized strategic sites on Mahe and ousted elected President James Mancham while he was abroad, installing SPUP leader France-Albert Rene as president.",June 1979,"Proclamations of June 1977 suspended and then revoked the constitution, vesting all legislative power in Rene by decree; a new 1979 constitution formalized one-party socialist rule, and Rene won the 1979 election unopposed.","A June 1977 armed coup ousted elected President Mancham and installed Rene, who suspended the constitution before a 1979 constitution formalized single-party rule and unopposed elections.",https://en.wikipedia.org/wiki/1977_Seychellois_coup_d'etat,"""Proclamations on 13 and 28 June 1977 suspended and revoked the Constitution, transferring all legislative power to Rene by decree.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
SYR_1949_1952,SYR,Syria,1949,1952,3,0,0.23,0.144,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR_1958_1959,SYR,Syria,1958,1959,3,0,0.11,0.081,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR_1963_1970,SYR,Syria,1963,1970,3,0,0.159,0.075,Autocracy deepening,No,Open-ended coup,NA,8 March 1963,"On 8 March 1963, the clandestine Military Committee of the Syrian Ba'ath Party seized power in the ""March 8 Revolution"" coup, ending Syria's post-colonial democratic experimentation and purging 90% of the officer corps.",13 November 1970,"Intra-Ba'athist rivalry produced further upheavals; on 13 November 1970 Defense Minister Hafez al-Assad staged the bloodless ""Corrective Movement"" coup against Salah Jadid, later purging the ""Old Guard"" and consolidating durable personal dictatorship.","Beginning with the March 1963 Ba'athist coup, Syria underwent a chain of military coups and purges that eliminated its brief democratic era, ending with Hafez al-Assad's November 1970 Corrective Movement establishing the durable Assad-family dictatorship.",https://en.wikipedia.org/wiki/1963_Syrian_coup_d'etat; https://en.wikipedia.org/wiki/Corrective_Movement_(Syria),"""The March 8 coup ended the era of democratic experimentation in the post-colonial Syrian Republic""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
TCD_2017_2022,TCD,Chad,2017,2022,3,0,0.265,0.145,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TGO_1963_1968,TGO,Togo,1963,1968,3,0,0.214,0.087,Autocracy deepening,No,Open-ended coup,NA,13 January 1963,"On 13 January 1963, former French army NCOs led by Emmanuel Bodjolle, Etienne Eyadema, and Kleber Dadjo seized government buildings in Lome and assassinated President Sylvanus Olympio.",14 April 1967,"The 1963 plotters installed civilian Nicolas Grunitzky, but on 13 January 1967 Eyadema staged a second coup ousting Grunitzky, banning parties and suspending the constitution; he formally assumed the presidency 14 April 1967.","Togo's first president was assassinated in a 1963 military coup that installed a civilian government, itself toppled in a 1967 coup by Eyadema, who became president in April 1967, entrenching decades of one-man military rule.",https://en.wikipedia.org/wiki/1963_Togolese_coup_d'etat; https://en.wikipedia.org/wiki/1967_Togolese_coup_d'etat,"""the first coup d'etat in the French and British colonies of Africa that achieved independence in the 1950s and 1960s""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
TGO_2017_2025,TGO,Togo,2017,2025,3,0,0.442,0.351,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THA_1976_1977,THA,Thailand,1976,1977,3,0,0.231,0.124,Autocracy deepening,No,Open-ended coup,NA,6 October 1976,"On 6 October 1976, Thai police and paramilitaries violently crushed a student protest at Thammasat University (the ""6 October massacre""), and that same day the military under Admiral Sangad Chaloryu seized power from the elected government, installing royalist judge Thanin Kraivichien as PM.",20 October 1977,"On 20 October 1977, Sangad again seized power and forced Thanin's resignation, citing that Thanin's government had ""divided the country"" and had virtually no public support; General Kriangsak Chamanan was installed as the new PM.","The October 1976 massacre and same-day coup ended Thailand's 1973-76 democratic interlude, installing a repressive royalist government replaced a year later by a second coup.",https://en.wikipedia.org/wiki/6_October_1976_massacre,"""the military seized power under Admiral Sangad Chaloryu...appointed Thanin Kraivichien""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1976
THA_1991_1991,THA,Thailand,1991,1991,3,0,0.209,0.209,Autocracy deepening,No,Open-ended coup,NA,23 February 1991,"On 23 February 1991, a military junta led by General Sunthorn Kongsompong staged a bloodless coup, arresting PM Chatichai Choonhavan and ending Thailand's longest democratically elected government to that point.",1991,"King Bhumibol endorsed the coup on 26 February 1991; the junta formed the National Peace Keeping Council and appointed Anand Panyarachun as interim PM, drafting a new constitution preserving military influence.","Thailand's military ousted the elected government of Chatichai Choonhavan, ending the country's longest period of elected civilian rule to that point.",https://en.wikipedia.org/wiki/1991_Thai_coup_d'etat,"""Prime Minister Chatichai Choonhavan's democratic government was removed...arrested at an airbase in Chiang Mai""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1991
THA_2003_2007,THA,Thailand,2003,2007,1,1,0.537,0.181,Democratic breakdown,Yes,Promissory coup,Open-ended coup,19 September 2006,"On 19 September 2006, while PM Thaksin Shinawatra was in New York, General Sonthi Boonyaratglin led the Royal Thai Army in a coup, suspending the 1997 constitution and dissolving parliament and the Constitutional Court.",23 December 2007,"The junta installed an interim civilian PM, drafted a new constitution, dissolved Thaksin's party and banned its executives from politics, then held elections as promised on 23 December 2007.","Thailand's military ousted PM Thaksin in a September 2006 coup while abroad, explicitly promising a swift return to civilian rule; the junta delivered on its promise, holding elections in December 2007, though only after banning Thaksin's party.",https://en.wikipedia.org/wiki/2006_Thai_coup_d'etat,"""We have seized power...to restore normalcy and to create unity"" (Sonthi Boonyaratglin)",High,TRUE,Breakdown,2006,2006,2006,20042006,2006,Breakdown,2001–2006,Democratic breakdown,Yes,2006
THA_2013_2014,THA,Thailand,2013,2014,3,0,0.446,0.162,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJK_1992_1995,TJK,Tajikistan,1992,1995,3,0,0.278,0.173,Autocracy deepening,No,Open-ended coup,Other/unclear,"September 7, 1992","On September 7, 1992, opposition paramilitary forces captured President Rahmon Nabiyev and forced him at gunpoint to resign, amid a civil war between the government and a coalition of regional, Islamist, and democratic opposition forces.",1995,The Supreme Soviet elected Emomali Rahmon as new leader in December 1992; Kulob-based militias backed by Russian and Uzbek forces waged what HRW described as ethnic cleansing against Pamiri and Garmi populations.,"Tajikistan's civil war saw President Nabiyev forced to resign at gunpoint and replaced by Rahmon, whose government deepened authoritarian, ethnically-targeted repression; this is fundamentally a civil-war state collapse rather than a clean fit to Bermeo's categories.",https://en.wikipedia.org/wiki/Tajikistani_Civil_War,"""captured by opposition protesters and forced at gunpoint to resign his presidency.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
TUN_2014_2022,TUN,Tunisia,2014,2022,1,1,0.745,0.283,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2022,2022,2022,2022,2022,Breakdown,NA,NA,NA,NA
TUR_1954_1961,TUR,Türkiye,1954,1961,3,0,0.39,0.193,Autocracy deepening,No,Executive aggrandizement,Strategic harassment,1954,"Following the Democrat Party's 1954 re-election (57.6% of votes but 92.8% of seats), Adnan Menderes's government imposed press censorship, jailed journalists, and interfered with the judiciary and universities to entrench one-party dominance.",27 May 1960,"On 27 May 1960, 38 military officers led by Cemal Gürsel staged a coup, arresting the Menderes government; Menderes and two ministers were executed 16-17 September 1961, a new constitution passed by referendum on 9 July 1961, and elections on 15 October 1961 restored civilian multiparty rule.","Adnan Menderes's Democrat Party government progressively used censorship, arrests of journalists, and pressure on courts and universities to suppress opposition through the late 1950s, prompting a May 1960 military coup that toppled and later executed Menderes, followed by a new constitution and 1961 elections.",https://en.wikipedia.org/wiki/Adnan_Menderes; https://en.wikipedia.org/wiki/1960_Turkish_coup_d'etat,"""He was most intolerant towards criticism, so he instituted press censorship and had journalists arrested.""; ""Prime Minister Adnan Menderes executed 17 September 1961""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
TUR_1980_1981,TUR,Türkiye,1980,1981,1,1,0.335,0.114,Democratic breakdown,Yes,Open-ended coup,NA,"September 12, 1980","On 12 September 1980, General Kenan Evren led the Turkish Armed Forces in a coup; the National Security Council abolished parliament, suspended the 1961 constitution, and banned all political parties and trade unions.","November 6, 1983","The junta's new constitution was approved by referendum November 1982, and power was handed to a civilian government after elections on 6 November 1983, ending three years of direct military rule during which ~650,000 people were arrested.","General Evren's coup dissolved parliament and banned parties, ushering in three years of direct military rule before a controlled transition back to elected civilian government in 1983.",https://en.wikipedia.org/wiki/1980_Turkish_coup_d'etat,"""extended martial law throughout the country, abolished the Parliament and the government, suspended the Constitution and banned all political parties and trade unions.""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,1980
TUR_2005_2017,TUR,Türkiye,2005,2017,1,1,0.643,0.29,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,October 2007,"A 2007 military ""e-memorandum"" opposed AKP's presidential candidate, precipitating a snap election AKP won; on 21 October 2007 voters approved a referendum shifting presidential selection to direct popular vote, the first legal step in Erdogan's consolidation.",16 April 2017,"After the failed 15 July 2016 coup attempt, a state of emergency enabled mass dismissals of judges, officers, and civil servants; the 16 April 2017 referendum replaced the parliamentary system with an executive presidency.","Erdogan's AKP incrementally dismantled institutional checks through legal, referendum-based channels; the failed 2016 coup triggered mass purges, and the 2017 referendum formally converted Turkey to a presidential system concentrating power in Erdogan.",https://en.wikipedia.org/wiki/Recep_Tayyip_Erdogan,"""the President became both the head of state and head of government, with the power to appoint and sack ministers""",High,TRUE,Breakdown,2013,2013,2013201420152016,20102011201320145e3,2013201420152016,Breakdown,2003–2020,Democratic breakdown,Yes,NA
TZA_2015_2021,TZA,Tanzania,2015,2021,3,0,0.453,0.366,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
